id_camino,id_in_seq,current_state,goal_state,out_action,timesteps
70,4,"[1762.8894095806377, -168.48755058272448, 1.304815144151993, 0.16452382849645197, 0.03651248731081296, -0.00013707385215046015]","[2926.798249015091, -268.7371163171539, 1.1773438363555409, 0.18172526414905524, 0.08147778033036543, -0.00010507682492005872]",4,315.34558124556406
70,5,"[2175.691105762408, -204.93207656952225, 1.3099300912897731, 0.1643494111909965, 0.03653599964409805, 1.2313702667988814e-05]","[2926.798249015091, -268.7371163171539, 1.1773438363555409, 0.18172526414905524, 0.08147778033036543, -0.00010507682492005872]",4,315.34558124556406
70,6,"[2588.5147030183452, -241.2808689236745, 1.3095810694229801, 0.1643576493510238, 0.03708417075113923, 3.111349118579196e-06]","[2926.798249015091, -268.7371163171539, 1.1773438363555409, 0.18172526414905524, 0.08147778033036543, -0.00010507682492005872]",5,315.34558124556406
71,0,"[0, 0, 1, 0, 0, 0]","[1669.777241890287, -153.54517525632494, 1.1515232775219073, 0.18312289595646594, 0.051599909909336966, -0.0011461090674894515]",4,315.34558124556406
71,1,"[410.76508528711275, -42.194237803848566, 1.3272223170564035, 0.1639358357824234, 0.001368206476527653, 0.00046449963417074597]","[1669.777241890287, -153.54517525632494, 1.1515232775219073, 0.18312289595646594, 0.051599909909336966, -0.0011461090674894515]",4,315.34558124556406
71,2,"[824.8738583881535, -78.61829642833696, 1.3180680968504126, 0.16406033250085922, 0.03931144451932394, 0.0002533830435645802]","[1669.777241890287, -153.54517525632494, 1.1515232775219073, 0.18312289595646594, 0.051599909909336966, -0.0011461090674894515]",3,315.34558124556406
71,3,"[1292.7031348989037, -125.61830061098449, 1.4611238162071454, 0.14507927184975408, 0.010001607572603571, -0.0007154198632531784]","[1669.777241890287, -153.54517525632494, 1.1515232775219073, 0.18312289595646594, 0.051599909909336966, -0.0011461090674894515]",5,315.34558124556406
72,0,"[0, 0, 1, 0, 0, 0]","[3053.32046844277, -425.0138468563381, 2.035612248981106, 0.1159196094830429, -1.5541902777811483e-05, 0.003372562737200313]",2,315.34558124556406
72,1,"[557.2873618367145, -88.35404417578944, 1.9044056673880185, 0.11766700250598375, -0.007043138075394258, 0.0015971603926076378]","[3053.32046844277, -425.0138468563381, 2.035612248981106, 0.1159196094830429, -1.5541902777811483e-05, 0.003372562737200313]",1,315.34558124556406
72,2,"[1288.3641265195806, -235.29711838835448, 2.3550330724368562, 0.08783602179902329, -0.1560849808731749, -0.0005599689565605169]","[3053.32046844277, -425.0138468563381, 2.035612248981106, 0.1159196094830429, -1.5541902777811483e-05, 0.003372562737200313]",2,315.34558124556406
72,3,"[1858.1956866156443, -286.73062924469264, 1.7024953922909614, 0.1216873182276736, -0.06344664189148642, -0.0014010572109161763]","[3053.32046844277, -425.0138468563381, 2.035612248981106, 0.1159196094830429, -1.5541902777811483e-05, 0.003372562737200313]",2,315.34558124556406
